"","Sponsor.Name","Site.Name","AgrNbr","SiteNbr","Program.Type","County","Street.Address","Addr2","City","State","Zip.Code","Opr.Oct","Opr.Nov","Opr.Dec","Opr.Jan","Opr.Feb","Opr.Mar","Opr.Apr","Opr.May","Opr.Jun","Opr.Jul","Opr.Aug","Opr.Sep","Breakfast","Brk.Mon","Brk.Tue","Brk.Wed","Brk.Thu","Brk.Fri","Brk.Sat","Brk.Sun","AM.Snack","Ams.Mon","Ams.Tue","Ams.Wed","Ams.Thu","Ams.Fri","Ams.Sat","Ams.Sun","Lunch","Lun.Mon","Lun.Tue","Lun.Wed","Lun.Thu","Lun.Fri","Lun.Sat","Lun.Sun","PM.Snack","Pms.Mon","Pms.Tue","Pms.Wed","Pms.Thu","Pms.Fri","Pms.Sat","Pms.Sun","Supper","Sup.Mon","Sup.Tue","Sup.Wed","Sup.Thu","Sup.Fri","Sup.Sat","Sup.Sun","Evening.Snack","Eve.Mon","Eve.Tue","Eve.Wed","Eve.Thu","Eve.Fri","Eve.Sat","Eve.Sun","Qualifying.Area.School","QAS.SiteNbr","QAS..F.RP"
"159","Klamath Falls SD - At Risk","Klamath Falls Union HS","1811012",15331,"After School At Risk Meals and Snacks Center","Klamath County","1300 Monclaire Street","","Klamath Falls","OR","97601",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Klamath Union High School",10121,"62.2%"
"40","Boys & Girls Club of Salem","Knudson","2402002",13073,"After School At Risk Meals and Snacks Center","Marion County","1395 Summer St NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Grant Community School",10863,"75.2%"
"336","Salem-Keizer SD - At Risk","Kroc Center","2419020",14649,"After School At Risk Meals and Snacks Center","Marion County","1865 Bill Frey Dr.","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Parrish Middle",10845,"76.5%"
"165","Lebanon Community SD 9","Lacomb Elem","2212001",10769,"After School At Risk Meals and Snacks Center","Linn County","34110 E Lacomb Rd","","Lebanon","OR","97355",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lacomb Elem",10769,"60.0%"
"84","Dallas SD","LaCreole Middle School","2704001",10066,"After School At Risk Meals and Snacks Center","Polk County","701 SE LaCreole Dr","","Dallas","OR","97338",0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Whitworth Elementary",10072,"54.5%"
"130","Greater Albany SD 8J","Lafayette Elem","2207001",10746,"After School At Risk Meals and Snacks Center","Linn County","3122 Madison Stree SE","","Albany","OR","97322",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lafayette Elem",10746,"76.2%"
"262","Portland SD","Lane Middle","2616011",10992,"After School At Risk Meals and Snacks Center","Multnomah County","7200 SE 60th Ave","","Portland","OR","97206",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lane Middle",10992,"82.0%"
"20","Bend/LaPine SD","LaPine Event Center","0902001",15186,"After School At Risk Meals and Snacks Center","Deschutes County","16405 - 1st Street","","La Pine","OR","97739",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"LaPine High School",10028,"61.5%"
"156","Junction City SD 69","Laurel Elem","2010001",10659,"After School At Risk Meals and Snacks Center","Lane County","1401 Laurel St","","Junction City","OR","97448",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Laurel Elem",10659,"60.4%"
"21","Bend/LaPine SD","Lava Ridge Elementary","0902001",10043,"After School At Risk Meals and Snacks Center","Deschutes County","20805 cooley road","","Bend","OR","97702",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lava Ridge Elementary",10043,"47.3%"
"166","Lebanon Community SD 9","Lebanon High","2212001",10759,"After School At Risk Meals and Snacks Center","Linn County","1700 S. 5th St","","Lebanon","OR","97355",1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Cascades School",10764,"75.1%"
"33","Boys & Girls Club of Lebanon","Lebanon Site","2202002",14853,"After School At Risk Meals and Snacks Center","Linn County","305 S. 5th St.","","Lebanon","OR","97355",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Green Acres Elem",10767,"83.2%"
"403","Vermont Hills Family Life Center","Lee","2622001",14668,"After School At Risk Meals and Snacks Center","Multnomah County","2222 NE 92nd Ave","","Portland","OR","97220",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee Elem",11036,"74.2%"
"263","Portland SD","Lee Elem","2616011",11036,"After School At Risk Meals and Snacks Center","Multnomah County","2222 NE 92nd Ave","","Portland","OR","97220",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lee Elem",11036,"74.2%"
"264","Portland SD","Lent Elem","2616011",11037,"After School At Risk Meals and Snacks Center","Multnomah County","5105 SE 97th Ave","","Portland","OR","97266",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lent Elem",11037,"82.6%"
"337","Salem-Keizer SD - At Risk","Leslie Middle AR Site","2419020",13962,"After School At Risk Meals and Snacks Center","Marion County","3850 Pringle Rd SE","","Salem","OR","97302",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Leslie Middle",10844,"66.8%"
"391","Tillamook SD","Liberty Elem","2920002",11112,"After School At Risk Meals and Snacks Center","Tillamook County","1700 Ninth St.","","Tillamook","OR","97141",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Liberty Elem",11112,"57.7%"
"338","Salem-Keizer SD - At Risk","Liberty Elementary","2419020",14870,"After School At Risk Meals and Snacks Center","Marion County","4871 Liberty Rd. S.","","Salem","OR","97306",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Liberty Elem",10872,"60.1%"
"79","Corvallis SD 509J","Lincoln Elem","0203003",10183,"After School At Risk Meals and Snacks Center","Benton County","110 SE Alexander","","Corvallis","OR","97330",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lincoln Elem",10183,"67.6%"
"411","Woodburn SD 103","Lincoln Elem","2423006",10911,"After School At Risk Meals and Snacks Center","Marion County","1041 N Boones Ferry Rd","","Woodburn","OR","97071",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lincoln Elem",10911,"78.2%"
"75","Coquille SD","Lincoln Elementary","0603005",10057,"After School At Risk Meals and Snacks Center","Coos County","1366 N Gould","","Coquille","OR","97423",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lincoln Elementary",10057,"68.8%"
"95","David Douglas SD 40 - At Risk","Lincoln Park","2604007",14114,"After School At Risk Meals and Snacks Center","Multnomah County","13200 SE Lincoln","","Portland","OR","97233",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Lincoln Park Elem",10942,"89.6%"
"180","Little Promises Children's Program","Little Promises","2212005",13919,"After School At Risk Meals and Snacks Center","Linn County","28028 Pleasant Valley Rd","","Sweet Home","OR","97386",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Hawthorne Elem",10786,"70.6%"
"143","Hacienda Community Development Corp","Los Jardines de la Paz","2608010",13884,"After School At Risk Meals and Snacks Center","Multnomah County","5530 NE 60th Ave","","Portland","OR","97218",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rigler Elem",11047,"86.6%"
"101","Eagle Point SD","Lower Table Rock Elementary","1505001",11617,"After School At Risk Meals and Snacks Center","Jackson County","2830 Maple Court","","White City","OR","97503",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lower Table Rock Elementary",11617,"93.0%"
"85","Dallas SD","Lyle Elementary","2704001",10068,"After School At Risk Meals and Snacks Center","Polk County","185 SW Levens St","","Dallas","OR","97338",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lyle Elementary",10068,"53.0%"
"51","Centennial SD 28J","Lynch Meadows Elem","2603006",10925,"After School At Risk Meals and Snacks Center","Multnomah County","18009 SE Brooklyn","","portland","OR","97236",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Lynch Meadows Elem",10925,"81.8%"
"52","Centennial SD 28J","Lynch View Elem","2603006",10926,"After School At Risk Meals and Snacks Center","Multnomah County","1546 se 169 pl","","portland","OR","97233",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Lynch View Elem",10926,"85.4%"
"53","Centennial SD 28J","Lynch Wood Elem","2603006",10927,"After School At Risk Meals and Snacks Center","Multnomah County","3615 SE 174th","","Portland","OR","97236",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Lynch Wood Elem",10927,"81.7%"
"282","Redmond SD 2J","M A Lynch Elem","0918002",10397,"After School At Risk Meals and Snacks Center","Deschutes County","1314 SW Kalama","","Redmond","OR","97756",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"M A Lynch Elem",10397,"69.0%"
"265","Portland SD","Madison High","2616011",10977,"After School At Risk Meals and Snacks Center","Multnomah County","2735 NE 82nd Ave","","Portland","OR","97220",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Madison High",10977,"64.4%"
"378","Springfield SD 19","Maple Elem","2019007",10706,"After School At Risk Meals and Snacks Center","Lane County","2109 J Street","","Springfield","OR","97477",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Maple Elem",10706,"92.5%"
"181","Mapleton SD 32","Mapleton Jr/Sr High","2013001",10664,"After School At Risk Meals and Snacks Center","Lane County","10868 E Mapleton Rd","","Mapleton","OR","97453",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mapleton Jr/Sr High",10664,"82.4%"
"295","Reynolds SD 7","Margaret Scott Elem","2618002",11082,"After School At Risk Meals and Snacks Center","Multnomah County","14700 NE Sacramento","","Portland","OR","97230",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Margaret Scott Elem",11082,"77.9%"
"219","North Santiam SD 29","Mari-Linn Elem","2414003",10832,"After School At Risk Meals and Snacks Center","Linn County","641 5th St.","","Lyons","OR","97358",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Mari-Linn Elem",10832,"61.5%"
"266","Portland SD","Markham Elem","2616011",11041,"After School At Risk Meals and Snacks Center","Multnomah County","10531 SW Capitol Hwy","","Portland","OR","97219",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Markham Elem",11041,"53.3%"
"22","Bend/LaPine SD","Marshall High School","0902001",10029,"After School At Risk Meals and Snacks Center","Deschutes County","1291 NE 5th Street","","Bend","OR","97701",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Marshall High School",10029,"73.8%"
"70","Coos Bay SD  009","Marshfield Sr High","0603004",10356,"After School At Risk Meals and Snacks Center","Coos County","10th and Ingersoll","","Coos Bay","OR","97420",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshfield Sr High",10356,"56.9%"
"339","Salem-Keizer SD - At Risk","Mary Eyre Elementary AR Site","2419020",13978,"After School At Risk Meals and Snacks Center","Marion County","4868 Buffalo Dr. SE","","Salem","OR","97317",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eyre Elementary",10873,"79.5%"
"267","Portland SD","Marysville Elem","2616011",11042,"After School At Risk Meals and Snacks Center","Multnomah County","7733 SE Raymond","","Portland","OR","97206",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Marysville Elem",11042,"79.3%"
"71","Coos Bay SD  009","Maslow Homeless Youth Project","0603004",15227,"After School At Risk Meals and Snacks Center","Coos County","740 S 2nd Street","","Coos Bay","OR","97420",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Marshfield Sr High",10356,"56.9%"
"109","Eugene Family YMCA","McCornack","2005004",13646,"After School At Risk Meals and Snacks Center","Lane County","2055 Patterson","","Eugene","OR","97405",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"McCornack Elem",10629,"65.1%"
"340","Salem-Keizer SD - At Risk","McKay High AR Site","2419020",13890,"After School At Risk Meals and Snacks Center","Marion County","2440 Lancaster Dr NE","","Salem","OR","97305",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"McKay High",10837,"84.9%"
"182","McKenzie SD 68","McKenzie River Elem","2013003",10670,"After School At Risk Meals and Snacks Center","Lane County","51187 Blue River Dr.","","Vida","OR","97488",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"McKenzie River Elem",10670,"79.5%"
"341","Salem-Keizer SD - At Risk","McKinley Elementary","2419020",15315,"After School At Risk Meals and Snacks Center","Marion County","466 McGilchrist St. SE","","Salem","OR","97302",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Leslie Middle",10844,"66.8%"
"190","Medford SD 549","McLoughlin Middle","1513001",10497,"After School At Risk Meals and Snacks Center","Jackson County","815 S. Oakdale Avenue","Annex E, Nutrition Services","Medford","OR","97501",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"McLoughlin Middle",10497,"77.8%"
"397","Umatilla SD 6","McNary Heights Elem","3021002",11149,"After School At Risk Meals and Snacks Center","Umatilla County","120 Columbine St","","Umatilla","OR","97882",0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"McNary Heights Elem",11149,"84.7%"
"342","Salem-Keizer SD - At Risk","McNary High AR Site","2419020",14624,"After School At Risk Meals and Snacks Center","Marion County","595 Chemawa Rd. N.","","Keizer","OR","97303",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Claggett Creek Secondary",12791,"75.1%"
"7","Beaverton SD 48J","Meadow Park After School Program","3402002",14408,"After School At Risk Meals and Snacks Center","Washington County","14100 SW Downing Street","","Beaverton","OR","97006",0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Barnes Elem",11203,"69.9%"
"96","David Douglas SD 40 - At Risk","Menlo Park","2604007",14620,"After School At Risk Meals and Snacks Center","Multnomah County","12900 SE Glisan","","Portland","OR","97230",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Menlo Park Elem",10943,"76.7%"
"8","Beaverton SD 48J","Merlo Station High","3402002",11192,"After School At Risk Meals and Snacks Center","Washington County","18640 NW Walker Rd Suite 1400","","Beaverton","OR","97006",0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Merlo Station High",11192,"63.4%"
"148","Hood River SD","Mid Valley Elementary","1408001",10113,"After School At Risk Meals and Snacks Center","Hood River County","3686 Davis Dr.","","Hood River","OR","97031",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Mid Valley Elementary",10113,"79.1%"
"97","David Douglas SD 40 - At Risk","Mill Park","2604007",14621,"After School At Risk Meals and Snacks Center","Multnomah County","1900 SE 117th","","Portland","OR","97216",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Mill Park Elem",10944,"90.4%"
"343","Salem-Keizer SD - At Risk","Miller Elementary AR Site","2419020",14338,"After School At Risk Meals and Snacks Center","Marion County","1650 46th Place NE","","Salem","OR","97317",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Miller Elem",12515,"67.4%"
"160","Klamath Falls SD - At Risk","Mills Elementary","1811012",15328,"After School At Risk Meals and Snacks Center","Klamath County","520 East Main Street","","Klamath Falls","OR","97601",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Mills Elementary",10126,"86.9%"
"215","North Clackamas SD 12","Milwaukie High","0314001",10244,"After School At Risk Meals and Snacks Center","Clackamas County","11300 SE 23rd Ave","","Milwaukie","OR","97222",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Milwaukie High",10244,"59.1%"
"144","Hacienda Community Development Corp","Miraflores","2608010",14926,"After School At Risk Meals and Snacks Center","Multnomah County","8901 N Newell Avenue","","Portland","OR","97203",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cesar Chavez",10995,"88.4%"
"62","Central SD 13J","Monmouth Elem","2703001",11093,"After School At Risk Meals and Snacks Center","Polk County","958 E Church St.","","Monmouth","OR","97361",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Talmadge  Middle",11090,"62.9%"
"344","Salem-Keizer SD - At Risk","Morningside Elem","2419020",15483,"After School At Risk Meals and Snacks Center","Marion County","3513 12th St. SE","","Salem","OR","97302",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Morningside Elem",10876,"56.6%"
"379","Springfield SD 19","Mt Vernon Elem","2019007",10709,"After School At Risk Meals and Snacks Center","Lane County","935 Filbert Lane","","Springfield","OR","97478",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Mt Vernon Elem",10709,"68.5%"
"205","Myrtle Point SD 41","Myrtle Crest School","0613002",10371,"After School At Risk Meals and Snacks Center","Coos County","903 Myrtle Crest Ln","","Myrtle Point","OR","97458",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Myrtle Crest School",10371,"72.8%"
