Col Index,Sponsor.Name,Site.Name,site alias,School ID,AgrNbr,SiteNbr,Program.Type,County,Street.Address,Addr2,City,State,Zip.Code,Opr.Oct,Opr.Nov,Opr.Dec,Opr.Jan,Opr.Feb,Opr.Mar,Opr.Apr,Opr.May,Opr.Jun,Opr.Jul,Opr.Aug,Opr.Sep,Breakfast,Brk.Mon,Brk.Tue,Brk.Wed,Brk.Thu,Brk.Fri,Brk.Sat,Brk.Sun,AM.Snack,Ams.Mon,Ams.Tue,Ams.Wed,Ams.Thu,Ams.Fri,Ams.Sat,Ams.Sun,Lunch,Lun.Mon,Lun.Tue,Lun.Wed,Lun.Thu,Lun.Fri,Lun.Sat,Lun.Sun,PM.Snack,Pms.Mon,Pms.Tue,Pms.Wed,Pms.Thu,Pms.Fri,Pms.Sat,Pms.Sun,Supper,Sup.Mon,Sup.Tue,Sup.Wed,Sup.Thu,Sup.Fri,Sup.Sat,Sup.Sun,Evening.Snack,Eve.Mon,Eve.Tue,Eve.Wed,Eve.Thu,Eve.Fri,Eve.Sat,Eve.Sun,Qualifying.Area.School,QAS.SiteNbr,QAS..F.RP
177,Lincoln Co SD,Taft High,Taft High School,628,2112001,10718,After School At Risk Meals and Snacks Center,Lincoln County,3780 SE Spyglass Ridge Drive,,Lincoln City,OR,97367,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Taft High,10718,70.30%
178,Lincoln Co SD,Toledo Elementary,Toledo Elementary,611,2112001,10724,After School At Risk Meals and Snacks Center,Lincoln County,600 SE Sturdevant Rd,,Toledo,OR,97391,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Toledo Elementary,10724,75.20%
179,Lincoln Co SD,Toledo High,Toledo High School,629,2112001,10719,After School At Risk Meals and Snacks Center,Lincoln County,1800 NE Sturdevant Rd,,Toledo,OR,97391,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Toledo High,10719,64.00%
180,Little Promises Children's Program,Little Promises,Little Promises,No match,2212005,13919,After School At Risk Meals and Snacks Center,Linn County,28028 Pleasant Valley Rd,,Sweet Home,OR,97386,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Hawthorne Elem,10786,70.60%
181,Mapleton SD 32,Mapleton Jr/Sr High,Mapleton Jr/Sr High School,569,2013001,10664,After School At Risk Meals and Snacks Center,Lane County,10868 E Mapleton Rd,,Mapleton,OR,97453,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mapleton Jr/Sr High,10664,82.40%
182,McKenzie SD 68,McKenzie River Elem,McKenzie River Elementary School,No match,2013003,10670,After School At Risk Meals and Snacks Center,Lane County,51187 Blue River Dr.,,Vida,OR,97488,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,McKenzie River Elem,10670,79.50%
183,Medford SD 549,Central Medford High,Central Medford High School,3554,1513001,14407,After School At Risk Meals and Snacks Center,Jackson County,815 S. Oakdale Ave.,,Medford,OR,97501,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Central Medford High,14407,65.40%
184,Medford SD 549,Glenridge Terrace,Glenridge Terrace,No match,1513001,13562,After School At Risk Meals and Snacks Center,Jackson County,690 Black Oak Drive,,Medford,OR,97504,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Hedrick Middle,10496,76.20%
185,Medford SD 549,Howard Elem,Howard Elementary School,410,1513001,10501,After School At Risk Meals and Snacks Center,Jackson County,286 Mace Road,,Medford,OR,97501,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Howard Elem,10501,73.30%
186,Medford SD 549,Jackson Elementary,Jackson Elementary,411,1513001,10502,After School At Risk Meals and Snacks Center,Jackson County,713 Summit Avenue,,Medford,OR,97501,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Jackson Elementary,10502,83.40%
187,Medford SD 549,Jefferson Elem,Jefferson Elementary School,413,1513001,10504,After School At Risk Meals and Snacks Center,Jackson County,333 Holmes Avenue,,Medford,OR,97501,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Jefferson Elem,10504,83.80%
188,Medford SD 549,Kennedy Elem,Kennedy Elementary School,416,1513001,10505,After School At Risk Meals and Snacks Center,Jackson County,2860 N.  Keene Way Drive,,Medford,OR,97504,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Kennedy Elem,10505,72.90%
189,Medford SD 549,Kid's Unlimited - Main one,Kid's Unlimited - Main one,No match,1513001,13495,After School At Risk Meals and Snacks Center,Jackson County,821 N. Riverside Drive,,Medford,OR,97501,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Wilson Elem,10511,81.40%
190,Medford SD 549,McLoughlin Middle,McLoughlin Middle School,422,1513001,10497,After School At Risk Meals and Snacks Center,Jackson County,815 S. Oakdale Avenue,"Annex E, Nutrition Services",Medford,OR,97501,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,McLoughlin Middle,10497,77.80%
191,Medford SD 549,Oak Grove,Oak Grove,415,1513001,10507,After School At Risk Meals and Snacks Center,Jackson County,2838 W. Main Street,,Medford,OR,97501,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Oak Grove,10507,86.90%
192,Medford SD 549,Roosevelt Elem,Roosevelt Elementary School,417,1513001,10508,After School At Risk Meals and Snacks Center,Jackson County,1212 Queen Anne Road,,Medford,OR,97501,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Roosevelt Elem,10508,88.00%
193,Medford SD 549,Washington Elem,Washington Elementary School,419,1513001,10510,After School At Risk Meals and Snacks Center,Jackson County,610 S. Peach Street,,Medford,OR,97501,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Washington Elem,10510,80.30%
194,Medford SD 549,Wilson Elem,Wilson Elementary School,420,1513001,10511,After School At Risk Meals and Snacks Center,Jackson County,1400 Johnson Street,,Medford,OR,97504,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Wilson Elem,10511,81.40%
195,Medford SD 549,YMCA Youth Center,YMCA Youth Center,No match,1513001,15065,After School At Risk Meals and Snacks Center,Jackson County,522 West 6th Street,,Medford,OR,97501,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Jackson Elementary,10502,83.40%
196,Mid-Willamette Valley Community Action Agency - HOME,HOME Youth & Resource Center,HOME Youth & Resource Center,No match,2413004,13225,After School At Risk Meals and Snacks Center,Marion County,625 Union St NE,,Salem,OR,97301,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Parrish Middle,10845,76.50%
197,Milton-Freewater SD 7,Central Middle,Central Middle School,1057,3013001,11129,After School At Risk Meals and Snacks Center,Umatilla County,306 SW 2nt,,Milton Freewater,OR,97862,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Central Middle,11129,75.60%
198,Milton-Freewater SD 7,Freewater Elem,Freewater Elementary School,1058,3013001,11131,After School At Risk Meals and Snacks Center,Umatilla County,17 NW 8TH Ave,,Milton-Freewater,OR,97862,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Freewater Elem,11131,80.40%
199,Morrow Co SD,A C Houghton Elem,,813,2513001,10918,After School At Risk Meals and Snacks Center,Morrow County,1105 North Main Avenue,,Irrigon,OR,97844,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,A C Houghton Elem,10918,77.00%
200,Morrow Co SD,Irrigon Elementary,Irrigon Elementary,4048,2513001,13374,After School At Risk Meals and Snacks Center,Morrow County,490 SE Wyoming,,Irrigon,OR,97844,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Irrigon Elementary,13374,79.30%
201,Morrow Co SD,Irrigon Jr/Sr High School,Irrigon Jr/Sr High School,817,2513001,10917,After School At Risk Meals and Snacks Center,Morrow County,315 E Wyoming,,Irrigon,OR,97844,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Irrigon Jr/Sr High School,10917,73.40%
202,Morrow Co SD,Riverside High,Riverside High School,820,2513001,10916,After School At Risk Meals and Snacks Center,Morrow County,210 Boardman Ave,,Boardman,OR,97818,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Riverside High,10916,76.40%
203,Morrow Co SD,Sam Boardman Elem,Sam Boardman Elementary School,814,2513001,10921,After School At Risk Meals and Snacks Center,Morrow County,301 Wilson Lane,,Boardman,OR,97818,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Sam Boardman Elem,10921,86.70%
204,Morrow Co SD,Windy River Elementary,Windy River Elementary,4047,2513001,13373,After School At Risk Meals and Snacks Center,Morrow County,500 Tatone St,,Boardman,OR,97818,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Windy River Elementary,13373,80.90%
205,Myrtle Point SD 41,Myrtle Crest School,Myrtle Crest School,214,613002,10371,After School At Risk Meals and Snacks Center,Coos County,903 Myrtle Crest Ln,,Myrtle Point,OR,97458,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Myrtle Crest School,10371,72.80%
206,Myrtle Point SD 41,Myrtle Point High,Myrtle Point High School,215,613002,10366,After School At Risk Meals and Snacks Center,Coos County,Myrtle Point Sr High,717 4th St,Myrtle Point,OR,97458,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Myrtle Point High,10366,69.40%
207,Native American Youth and Family Center,Youth Services,Youth Services,No match,2614007,14438,After School At Risk Meals and Snacks Center,Multnomah County,5135 NE Columbia Blvd.,,Portland,OR,97218,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Rigler Elem,11047,86.60%
208,Neah-Kah-Nie SD 56,Garibaldi Elem,Garibaldi Elementary School,1020,2914001,11104,After School At Risk Meals and Snacks Center,Tillamook County,604 Cypress Street,,Garibaldi,OR,97118,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Garibaldi Elem,11104,61.90%
209,Neah-Kah-Nie SD 56,Neah-Kah-Nie Middle School,Neah-Kah-Nie Middle School,4481,2914001,14214,After School At Risk Meals and Snacks Center,Tillamook County,25111 Highway 101 North,,Rockaway Beach,OR,97136,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Neah-Kah-Nie Middle School,14214,53.40%
210,Neighbors for Kids,Depoe Bay Kids Zone,Depoe Bay Kids Zone,No match,2114002,14384,After School At Risk Meals and Snacks Center,Lincoln County,634 SE  Hwy 101,,Depoe Bay,OR,97341,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Taft Elem,10733,82.80%
211,Noahs Ark Early Learning Center,Noahs Ark Early Learning Center,Noahs Ark Early Learning Center,No match,1514001,15165,After School At Risk Meals and Snacks Center,Jackson County,305 Oak Street,,Central Point,OR,97502,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jewett Elementary,11627,69.50%
212,North Bend SD 13,Boys & Girls Club-SWOYA,,No match,614001,12673,After School At Risk Meals and Snacks Center,Coos County,1333 Walnut,,Coos Bay,OR,97420,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Hillcrest Elem,10377,58.30%
213,North Bend SD 13,Hillcrest Elem,Hillcrest Elementary School,204,614001,10377,After School At Risk Meals and Snacks Center,Coos County,1100 Maine,,North Bend,OR,97459,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Hillcrest Elem,10377,58.30%
214,North Bend SD 13,North Bend Sr High,North Bend Sr High School,209,614001,10374,After School At Risk Meals and Snacks Center,Coos County,2323 Pacific,,North Bend,OR,97459,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Hillcrest Elem,10377,58.30%
215,North Clackamas SD 12,Milwaukie High,Milwaukie High School,86,314001,10244,After School At Risk Meals and Snacks Center,Clackamas County,11300 SE 23rd Ave,,Milwaukie,OR,97222,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Milwaukie High,10244,59.10%
216,North Clackamas SD 12,New Urban High School,New Urban High School,4004,314001,13196,After School At Risk Meals and Snacks Center,Clackamas County,1901 SE Oak Grove Blvd.,,Milawukie,OR,97267,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,New Urban High School,13196,65.30%
217,North Clackamas SD 12,Rowe Middle,Rowe Middle School,84,314001,10246,After School At Risk Meals and Snacks Center,Clackamas County,3606 SE Lake Road,,Milwaukie,OR,97222,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Rowe Middle,10246,70.70%
218,North Clackamas SD 12,Whitcomb Elem,Whitcomb Elementary School,72,314001,10267,After School At Risk Meals and Snacks Center,Clackamas County,7400 SE Thompson Road,,Milwaukie,OR,97222,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Whitcomb Elem,10267,88.60%
219,North Santiam SD 29,Mari-Linn Elem,Mari-Linn Elementary School,656,2414003,10832,After School At Risk Meals and Snacks Center,Linn County,641 5th St.,,Lyons,OR,97358,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Mari-Linn Elem,10832,61.50%
220,North Santiam SD 29,Stayton Elem,Stayton Elementary School,788,2414003,10834,After School At Risk Meals and Snacks Center,Marion County,875 N. 3rd Ave.,,Stayton,OR,97383,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Stayton Elem,10834,73.20%
221,North Santiam SD 29,Stayton Middle,Stayton Middle School,789,2414003,10830,After School At Risk Meals and Snacks Center,Marion County,1021 Shaff Rd,,Stayton,OR,97383,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Stayton Middle,10830,71.00%
222,North Santiam SD 29,Sublimity School,Sublimity School,717,2414003,10835,After School At Risk Meals and Snacks Center,Marion County,376 E Main St,,Sublimity,OR,97385,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Stayton High,10829,59.20%
223,North Wasco Co. SD,Colonel Wright Afterschool,Colonel Wright Afterschool,1097,3314003,13684,After School At Risk Meals and Snacks Center,Wasco County,610 W 14th St,,The Dalles,OR,97058,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Colonel Wright Elem,13357,76.80%
224,North Wasco Co. SD,Dry Hollow Elem,Dry Hollow Elementary School,1098,3314003,13358,After School At Risk Meals and Snacks Center,Wasco County,1314 E 19th Street,,The Dalles,OR,97058,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Dry Hollow Elem,13358,64.20%
225,North Wasco Co. SD,TDMS - STORM After School,TDMS - STORM After School,1100,3314003,13936,After School At Risk Meals and Snacks Center,Wasco County,1100 E 12th St,,The Dalles,OR,97058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,The Dalles Middle,13360,72.70%
226,Nyssa SD 26,Nyssa Elem,Nyssa Elementary School,702,2314001,10800,After School At Risk Meals and Snacks Center,Malheur County,809 Bower Avenue,,Nyssa,OR,97913,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyssa Elem,10800,75.90%
227,Nyssa SD 26,Nyssa High,Nyssa High School,704,2314001,10798,After School At Risk Meals and Snacks Center,Malheur County,810 Adrian Blvd,,Nyssa,OR,97913,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyssa High,10798,57.60%
228,Nyssa SD 26,Nyssa Main Cafeteria,Nyssa Main Cafeteria,multiple schools 704,2314001,14320,After School At Risk Meals and Snacks Center,Malheur County,804 Adrian Blvd.,,Nyssa,OR,97913,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Nyssa Elem,10800,75.90%
229,Nyssa SD 26,Nyssa Middle,Nyssa Middle School,703,2314001,10799,After School At Risk Meals and Snacks Center,Malheur County,101 S 11th St,,Nyssa,OR,97913,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyssa Elem,10800,75.90%
230,Oakridge SD 76,Oakridge High School,Oakridge High School,602,2015001,13799,After School At Risk Meals and Snacks Center,Lane County,47997 W First Street,,Oakridge,OR,97463,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Oakridge High School,13799,78.30%
231,Oregon Trail SD 46,Sandy Grade,Sandy Grade,100,315003,10299,After School At Risk Meals and Snacks Center,Clackamas County,38955 Pleasant Street,,Sandy,OR,97055,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Sandy Grade,10299,56.00%
232,Oregon Trail SD 46,Sandy High,Sandy High School,141,315003,10290,After School At Risk Meals and Snacks Center,Clackamas County,37400 Bell Street,,Sandy,OR,97055,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Sandy Grade,10299,56.00%
233,Oregon Trail SD 46,Welches Elem,Welches Elementary School,88,315003,10300,After School At Risk Meals and Snacks Center,Clackamas County,24901 E Salmon River Rd,,Welches,OR,97067,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Welches Elem,10300,48.00%
234,Parkrose SD 3,Prescott Elem,Prescott Elementary School,925,2616002,10967,After School At Risk Meals and Snacks Center,Multnomah County,10410 NE Prescott St,,Portland,OR,97220,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Prescott Elem,10967,82.60%
235,Parkrose SD 3,Russell Academy,Russell Academy,926,2616002,13604,After School At Risk Meals and Snacks Center,Multnomah County,2700 NE 127th Ave,,Portland,OR,97230,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Russell Academy,13604,65.30%
